708	4.356898	10127
709	4.890937	14326
710	3.311364	4446
711	5.280686	18031
712	6.971922	41496
713	5.157260	16796
714	3.836797	6916
715	6.144436	28405
716	5.328478	18525
717	5.511572	20501
718	1.591938	494
719	6.072354	27417
720	6.576414	34827
721	6.497741	33592
722	3.926056	7410
723	7.522177	52117
724	7.107596	43966
725	7.199572	45695
726	2.628231	2223
727	4.093320	8398
728	5.352056	18772
729	5.662353	22230
730	2.417030	1729
731	2.160592	1235
732	5.352056	18772
733	3.969203	7657
734	6.481776	33345
735	7.474340	51129
736	3.969203	7657
737	3.836797	6916
738	4.011432	7904
739	6.266659	30134
740	4.460672	10868
741	3.311364	4446
742	5.703989	22724
743	6.232226	29640
744	5.027626	15561
745	2.527044	1976
746	4.623613	12103
747	2.970963	3211
748	7.107596	43966
749	7.327024	48165
750	7.863003	59527
751	0.000000	0
752	7.486357	51376
753	5.106195	16302
754	5.131855	16549
755	4.805114	13585
756	6.985728	41743
757	6.638023	35815
758	5.489347	20254
759	8.275956	69407
760	5.577192	21242
761	5.745027	23218
762	6.249490	29887
763	8.495859	75088
764	6.035662	26923
765	4.591943	11856
766	5.662353	22230
767	1.591938	494
768	6.334411	31122
769	1.263522	247
770	3.116113	3705
771	7.147304	44707
772	5.577192	21242
773	6.400745	32110
774	5.207334	17290
775	5.511572	20501
776	5.533618	20748
777	5.080275	16055
778	5.577192	21242
779	5.207334	17290
780	6.958061	41249
781	5.421571	19513
782	4.890937	14326
783	5.641303	21983
784	0.000000	0
785	3.116113	3705
786	5.131855	16549
787	7.569414	53105
788	6.873713	39767
789	7.604458	53846
790	5.941926	25688
791	6.197408	29146
792	7.557660	52858
793	6.529438	34086
794	6.162195	28652
795	5.080275	16055
796	7.938406	61256
797	1.263522	247
798	4.011432	7904
799	3.311364	4446
800	2.892743	2964
801	7.719000	56316
802	7.650687	54834
803	7.301888	47671
804	7.616068	54093
805	6.591924	35074
806	4.591943	11856
807	7.545870	52611
808	5.398598	19266
809	8.372987	71877
810	8.064434	64220
811	5.511572	20501
812	4.973850	15067
813	5.511572	20501
814	5.703989	22724
815	6.300717	30628
816	3.644628	5928
817	6.090535	27664
818	6.072354	27417
819	2.892743	2964
820	0.000000	0
821	6.958061	41249
822	1.263522	247
823	6.334411	31122
824	5.511572	20501
825	5.745027	23218
826	6.417115	32357
827	4.321184	9880
828	5.080275	16055
829	4.559831	11609
830	8.236500	68419
831	6.384291	31863
832	6.902058	40261
833	7.276578	47177
834	1.591938	494
835	2.527044	1976
836	8.569740	77064
837	7.797201	58045
838	5.922820	25441
839	3.836797	6916
840	6.214866	29393
841	6.249490	29887
842	6.317609	30875
843	3.743179	6422
844	6.449608	32851
845	3.485961	5187
846	7.238280	46436
847	5.641303	21983
848	5.960909	25935
849	3.311364	4446
850	7.107596	43966
851	7.120882	44213
852	5.027626	15561
853	1.822314	741
854	6.214866	29393
855	6.902058	40261
856	4.805114	13585
857	5.785486	23712
858	8.236500	68419
859	3.743179	6422
860	4.654854	12350
861	4.654854	12350
862	4.946521	14820
863	3.183876	3952
864	5.421571	19513
865	7.173533	45201
866	5.489347	20254
867	5.533618	20748
868	7.327024	48165
869	1.591938	494
870	6.367751	31616
871	5.352056	18772
872	5.555490	20995
873	5.864749	24700
874	8.115801	65455
875	6.916144	40508
876	7.026821	42484
877	7.450191	50635
878	4.654854	12350
879	4.834061	13832
880	5.131855	16549
881	5.577192	21242
882	5.805505	23959
883	4.284870	9633
884	6.772614	38038
885	5.785486	23712
886	4.890937	14326
887	5.232014	17537
888	3.881939	7163
889	7.120882	44213
890	7.067440	43225
891	6.351125	31369
892	4.321184	9880
893	5.000883	15314
894	5.304690	18278
895	4.321184	9880
896	9.111569	92625
897	5.256463	17784
898	6.197408	29146
899	5.304690	18278
900	5.304690	18278
901	5.683247	22477
902	5.466942	20007
903	3.969203	7657
904	5.864749	24700
905	4.210335	9139
906	6.576414	34827
907	5.703989	22724
908	2.722175	2470
909	4.247929	9386
910	6.698510	36803
911	5.745027	23218
912	3.969203	7657
913	6.545171	34333
914	7.263857	46930
915	6.232226	29640
916	3.969203	7657
917	6.126574	28158
918	5.533618	20748
919	8.344114	71136
920	7.107596	43966
921	6.591924	35074
922	2.527044	1976
923	6.433403	32604
924	5.207334	17290
925	5.131855	16549
926	4.890937	14326
927	2.892743	2964
928	3.540438	5434
929	2.005716	988
930	3.045267	3458
931	2.970963	3211
932	7.199572	45695
933	4.973850	15067
934	3.045267	3458
935	6.481776	33345
936	4.775813	13338
937	2.892743	2964
938	7.134118	44460
939	6.144436	28405
940	2.810047	2717
941	5.864749	24700
942	7.450191	50635
943	4.805114	13585
944	5.232014	17537
945	1.591938	494
946	7.450191	50635
947	5.765327	23465
948	6.054064	27170
949	5.466942	20007
950	5.533618	20748
951	6.035662	26923
952	6.902058	40261
953	2.160592	1235
954	3.311364	4446
955	7.604458	53846
956	6.433403	32604
957	8.146312	66196
958	8.505164	75335
959	4.746149	13091
960	6.179852	28899
961	5.998519	26429
962	4.527259	11362
963	4.862665	14079
964	4.460672	10868
965	3.593288	5681
966	5.805505	23959
967	3.485961	5187
968	5.398598	19266
969	1.591938	494
970	5.765327	23465
971	2.295972	1482
972	4.775813	13338
973	6.916144	40508
974	3.644628	5928
975	5.375427	19019
976	5.182418	17043
977	4.918886	14573
978	4.172057	8892
979	4.834061	13832
980	4.746149	13091
981	6.576414	34827
982	7.080876	43472
983	4.011432	7904
984	6.513628	33839
985	7.730269	56563
986	6.449608	32851
987	5.662353	22230
988	5.232014	17537
989	6.816310	38779
990	6.668403	36309
991	5.533618	20748
992	5.805505	23959
993	4.654854	12350
994	3.644628	5928
995	6.249490	29887
996	4.591943	11856
997	7.040413	42731
998	5.466942	20007
999	2.005716	988
